#,file,line,original_code,suggested_target,status
399,Modules/Billing/Services/PayPalService.php,236,"throw new \RuntimeException(trans('payment.paypal_webhook_not_configured'));",ServiceUnavailableException,auto
400,Modules/Billing/Services/InvoiceService.php,89,"throw new \RuntimeException(trans('payment.invoice_status_invalid'));",DomainException,auto
401,Modules/Billing/Services/InvoiceService.php,107,"throw new \RuntimeException(trans('payment.invoice_status_invalid'));",DomainException,auto
402,Modules/Billing/Services/InvoiceService.php,124,"throw new \RuntimeException(trans('payment.invoice_already_void'));",DomainException,auto
403,Modules/Billing/Services/InvoiceService.php,128,"throw new \RuntimeException(trans('payment.invoice_cannot_void_paid'));",DomainException,auto
404,Modules/Billing/Services/InvoiceService.php,132,"throw new \RuntimeException(trans('payment.invoice_cannot_void'));",DomainException,auto
405,Modules/Billing/Services/InvoiceService.php,149,"throw new \RuntimeException(trans('payment.invoice_status_invalid'));",DomainException,auto
406,Modules/Billing/Services/InvoiceService.php,276,"throw new \RuntimeException(trans('payment.invoice_not_found'));",NotFoundException,auto
407,Scopes/TenantScope.php,137,"throw new \RuntimeException(",DomainException,auto
408,Services/Channel/ChannelManager.php,74,"throw new RuntimeException(""Channel [{$type}] not configured for tenant {$tenantId}"");",ServiceUnavailableException,auto
